,two_year_recid,race,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,is_recid,is_violent_recid,v_decile_score,start,end,event,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,c_charge_degree_F,c_charge_degree_M,type_of_assessment_Risk of Recidivism,score_text_High,score_text_Low,score_text_Medium,v_type_of_assessment_Risk of Violence
25,0.0,0.0,0.5076923076923078,0.0,0.2727272727272727,0.0,0.0,0.18421052631578946,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.001488095238095238,0.44556962025316454,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,1.0,1.0,0.1076923076923077,0.0,1.0,0.0,0.0,0.23684210526315788,0.00010542962572482868,1.0,1.0,0.8888888888888888,0.008928571428571428,0.00590717299578059,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,1.0,0.0,0.2615384615384616,0.05,0.8181818181818182,0.0,0.23529411764705882,0.3421052631578947,0.00010542962572482868,1.0,1.0,0.2222222222222222,0.0,0.006751054852320675,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28,0.0,1.0,0.4769230769230769,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8202531645569621,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29,0.0,0.0,0.16923076923076924,0.0,0.4545454545454546,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.2222222222222222,0.0,0.9046413502109705,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
30,0.0,0.0,0.15384615384615385,0.0,0.2727272727272727,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.0,0.7291139240506329,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0.0,0.0,0.6923076923076924,0.0,0.18181818181818182,0.0,0.0,0.02631578947368421,0.02308908803373748,0.0,0.0,0.0,0.0,0.6742616033755274,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32,0.0,0.0,0.2,0.0,0.5454545454545455,0.0,0.058823529411764705,0.39473684210526316,0.00010542962572482868,1.0,0.0,0.6666666666666665,0.20089285714285712,0.9080168776371309,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0.0,0.0,0.18461538461538463,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.03422619047619047,0.9839662447257385,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,0.0,0.0,0.4769230769230769,0.0,0.18181818181818182,0.0,0.0,0.10526315789473684,0.00010542962572482868,0.0,0.0,0.0,0.0,0.79915611814346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,0.0,1.0,0.5384615384615384,0.0,0.5454545454545455,0.0,0.0,0.21052631578947367,0.0013705851344227727,0.0,0.0,0.1111111111111111,0.0,0.8759493670886076,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36,0.0,0.0,0.2615384615384616,0.0,0.36363636363636365,0.0,0.0,0.13157894736842105,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.0,0.9654008438818565,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37,0.0,0.0,0.676923076923077,0.0,0.18181818181818182,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.0,0.0,0.9940928270042194,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,0.0,0.0,0.23076923076923073,0.0,0.18181818181818182,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.0,0.0,0.6354430379746836,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,0.0,0.0,0.5846153846153846,0.0,0.18181818181818182,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.0,0.004464285714285714,0.7721518987341772,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40,1.0,0.0,0.41538461538461535,0.0,0.18181818181818182,0.0,0.0,0.15789473684210525,0.00010542962572482868,1.0,1.0,0.0,0.3586309523809524,0.27172995780590714,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,0.0,0.0,0.06153846153846154,0.0,0.4545454545454546,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.5555555555555556,0.0,0.8784810126582279,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42,0.0,0.0,0.32307692307692315,0.0,0.4545454545454546,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.005952380952380952,0.9451476793248945,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,0.0,0.0,0.3384615384615385,0.0,0.2727272727272727,0.0,0.0,0.05263157894736842,0.0015814443858724301,0.0,0.0,0.0,0.0,0.8337552742616035,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
44,0.0,1.0,0.06153846153846154,0.0,0.8181818181818182,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.5555555555555556,0.08482142857142856,0.060759493670886074,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45,1.0,0.0,0.12307692307692308,0.0,0.4545454545454546,0.0,0.0,0.02631578947368421,0.00010542962572482868,1.0,1.0,0.2222222222222222,0.001488095238095238,0.008438818565400843,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
46,1.0,1.0,0.13846153846153847,0.0,0.7272727272727273,0.0,0.0,0.02631578947368421,0.004638903531892462,1.0,1.0,0.7777777777777777,0.0,0.2168776371308017,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
47,0.0,0.0,0.2153846153846154,0.0,0.2727272727272727,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.0,0.0,0.9476793248945148,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
48,0.0,0.0,0.3538461538461538,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.5466526093832367,0.0,0.0,0.1111111111111111,0.001488095238095238,0.9510548523206751,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,1.0,0.0,0.18461538461538463,0.0,1.0,0.0,0.0,0.21052631578947367,0.00010542962572482868,1.0,1.0,0.8888888888888888,0.0,0.04556962025316456,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
50,1.0,0.0,0.1076923076923077,0.05,1.0,0.75,0.058823529411764705,0.3684210526315789,0.00010542962572482868,1.0,1.0,1.0,0.008928571428571428,0.08354430379746836,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
51,1.0,0.0,0.03076923076923077,0.0,0.5454545454545455,0.0,0.0,0.0,0.00010542962572482868,1.0,1.0,0.7777777777777777,0.0,0.09957805907172997,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
52,0.0,0.0,0.2615384615384616,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.0,0.0,0.9257383966244727,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
53,1.0,1.0,0.1076923076923077,0.0,0.8181818181818182,0.0,0.0,0.23684210526315788,0.00010542962572482868,1.0,1.0,0.8888888888888888,0.0,0.12151898734177216,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
54,0.0,0.0,0.8153846153846155,0.0,0.7272727272727273,0.0,0.0,0.3157894736842105,0.08476541908276225,0.0,0.0,0.2222222222222222,0.0,0.9974683544303798,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
55,0.0,1.0,0.03076923076923077,0.0,0.7272727272727273,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.7777777777777777,0.0,0.7324894514767933,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
56,0.0,1.0,0.7384615384615384,0.0,0.18181818181818182,0.0,0.0,0.07894736842105263,0.006747496046389035,0.0,0.0,0.0,0.0,0.739240506329114,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,0.0,1.0,0.5538461538461539,0.0,0.18181818181818182,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.0,0.0,0.9122362869198313,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
58,0.0,0.0,0.4,0.0,0.18181818181818182,0.0,0.0,0.0,0.00021085925144965736,0.0,0.0,0.0,0.0,0.8050632911392406,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
59,1.0,0.0,0.015384615384615385,0.0,0.4545454545454546,0.0,0.0,0.02631578947368421,0.0010542962572482868,1.0,1.0,0.6666666666666665,0.0,0.0869198312236287,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
60,0.0,0.0,0.09230769230769231,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.014443858724301529,0.0,0.0,0.2222222222222222,0.0,0.42362869198312236,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
61,0.0,0.0,0.18461538461538463,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.0,0.7881856540084389,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
62,1.0,1.0,0.32307692307692315,0.0,0.18181818181818182,0.0,0.0,0.0,0.00010542962572482868,1.0,1.0,0.0,0.001488095238095238,0.043037974683544304,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
63,0.0,1.0,0.18461538461538463,0.0,0.4545454545454546,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.00744047619047619,0.41856540084388183,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
64,0.0,1.0,0.2,0.0,0.5454545454545455,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.05654761904761904,0.648945147679325,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65,0.0,1.0,0.32307692307692315,0.0,0.4545454545454546,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.2222222222222222,0.15773809523809523,0.329957805907173,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
66,1.0,0.0,0.6307692307692309,0.0,0.9090909090909092,0.0,0.0,0.3684210526315789,0.0279388508170796,1.0,1.0,0.3333333333333333,0.0,0.14936708860759496,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
67,0.0,1.0,0.3846153846153847,0.0,0.18181818181818182,0.0,0.0,0.02631578947368421,0.0031628887717448603,0.0,0.0,0.0,0.0,0.809282700421941,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
68,0.0,1.0,0.24615384615384617,0.0,0.5454545454545455,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.02232142857142857,0.3713080168776371,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
69,0.0,0.0,0.29230769230769227,0.0,0.2727272727272727,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.001488095238095238,0.08523206751054853,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
70,0.0,0.0,0.2,0.0,0.7272727272727273,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.7777777777777777,0.0,0.758649789029536,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
71,0.0,0.0,0.18461538461538463,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.1111111111111111,0.0,0.0810126582278481,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
72,1.0,1.0,0.2,0.0,1.0,0.0,0.0,0.3421052631578947,0.0,1.0,1.0,0.6666666666666665,0.0,0.04556962025316456,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
73,0.0,0.0,0.5846153846153846,0.0,0.9090909090909092,0.0,0.0,0.21052631578947367,0.008328940432261466,0.0,0.0,0.2222222222222222,0.0,0.05569620253164557,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
74,0.0,1.0,0.5230769230769231,0.0,0.9090909090909092,0.0,0.0,0.07894736842105263,0.00021085925144965736,0.0,0.0,0.5555555555555556,0.0,0.8236286919831224,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
75,0.0,1.0,0.7076923076923077,0.0,0.18181818181818182,0.0,0.0,0.05263157894736842,0.005060622034791776,0.0,0.0,0.0,0.0,0.6168776371308017,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
76,0.0,1.0,0.36923076923076925,0.0,0.36363636363636365,0.0,0.0,0.15789473684210525,0.0005271481286241434,0.0,0.0,0.0,0.0,0.3434599156118143,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
77,0.0,1.0,0.1076923076923077,0.0,0.4545454545454546,0.0,0.0,0.05263157894736842,0.00010542962572482868,0.0,0.0,0.4444444444444445,0.002976190476190476,0.3021097046413502,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
78,0.0,1.0,0.18461538461538463,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.0021085925144965737,0.0,0.0,0.1111111111111111,0.0,0.7282700421940929,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
79,0.0,1.0,0.15384615384615385,0.0,0.18181818181818182,0.0,0.0,0.05263157894736842,0.016974169741697416,0.0,0.0,0.1111111111111111,0.0,0.7974683544303798,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
80,0.0,0.0,0.29230769230769227,0.0,0.2727272727272727,0.0,0.0,0.05263157894736842,0.023405376910911966,0.0,0.0,0.0,0.001488095238095238,0.6936708860759494,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
81,0.0,0.0,0.09230769230769231,0.0,0.2727272727272727,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.2222222222222222,0.001488095238095238,0.6607594936708862,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
82,1.0,0.0,0.18461538461538463,0.0,0.5454545454545455,0.0,0.0,0.10526315789473684,0.0037954665260938325,1.0,1.0,0.4444444444444445,0.0,0.03037974683544304,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
83,0.0,0.0,0.2,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.00010542962572482868,1.0,0.0,0.2222222222222222,0.0,0.9611814345991562,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
84,0.0,1.0,0.41538461538461535,0.0,0.4545454545454546,0.0,0.0,0.10526315789473684,0.03953610964681076,0.0,0.0,0.2222222222222222,0.0,0.9046413502109705,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
85,0.0,0.0,0.03076923076923077,0.05,1.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,1.0,0.004464285714285714,0.09957805907172997,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
86,0.0,1.0,0.3846153846153847,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.8877637130801688,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
87,1.0,0.0,0.2153846153846154,0.0,0.6363636363636364,0.0,0.0,0.2894736842105263,0.00021085925144965736,1.0,1.0,0.4444444444444445,0.0,0.019409282700421943,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
88,1.0,0.0,0.23076923076923073,0.0,0.5454545454545455,0.0,0.0,0.21052631578947367,0.00010542962572482868,1.0,1.0,0.1111111111111111,0.0,0.1569620253164557,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
89,0.0,0.0,0.03076923076923077,0.0,0.6363636363636364,0.0,0.0,0.0,0.00010542962572482868,0.0,0.0,0.7777777777777777,0.0,0.7130801687763714,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
90,0.0,1.0,0.12307692307692308,0.0,0.6363636363636364,0.0,0.0,0.0,0.00021085925144965736,0.0,0.0,0.2222222222222222,0.0,0.6700421940928271,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
91,0.0,0.0,0.6923076923076924,0.0,0.18181818181818182,0.0,0.0,0.02631578947368421,0.0027411702688455455,0.0,0.0,0.0,0.0,0.6624472573839663,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
92,1.0,0.0,0.2153846153846154,0.0,1.0,0.0,0.0,0.10526315789473684,0.0007380073800738007,1.0,1.0,0.8888888888888888,0.0,0.3324894514767932,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
93,0.0,0.0,0.16923076923076924,0.0,0.4545454545454546,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.3333333333333333,0.0,0.7907172995780591,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
94,0.0,0.0,0.4307692307692308,0.0,0.2727272727272727,0.0,0.0,0.02631578947368421,0.007590933052187665,0.0,0.0,0.0,0.0,0.9924050632911393,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
95,0.0,0.0,0.5692307692307693,0.0,0.18181818181818182,0.0,0.0,0.07894736842105263,0.005482340537691091,0.0,0.0,0.0,0.0,0.8506329113924052,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
96,0.0,1.0,0.32307692307692315,0.05,0.4545454545454546,0.0,0.0,0.02631578947368421,0.17627833421191355,0.0,0.0,0.3333333333333333,0.004464285714285714,0.6573839662447258,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
97,0.0,0.0,0.18461538461538463,0.0,0.7272727272727273,0.0,0.0,0.02631578947368421,0.00010542962572482868,0.0,0.0,0.7777777777777777,0.10416666666666666,0.30886075949367087,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
